SwissLipids ID	UniProtKB AC(s)	Gene name	Protein taxon	Taxon scientific name	Rhea ID	Reaction text	Evidence tag ID
SLP:000000653	P14555	PLA2G2A	9606	Homo sapiens	45473	H2O + 1,2-dihexadecanoyl-sn-glycero-3-phospho-glycerol => hexadecanoate + H+ + 1-hexadecanoyl-sn-glycero-3-phospho-glycerol	13398
SLP:000001082	Q9NZK7	PLA2G2E	9606	Homo sapiens	40812	H2O + 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine => H+ + (9Z,12Z)-octadecadienoate + 1-hexadecanoyl-sn-glycero-3-phosphocholine	13399
SLP:000000653	P14555	PLA2G2A	9606	Homo sapiens	40812	H2O + 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine => H+ + (9Z,12Z)-octadecadienoate + 1-hexadecanoyl-sn-glycero-3-phosphocholine	13400
SLP:000001062	Q9VVX5	nes	7227	Drosophila melanogaster	37400	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + (9Z)-hexadecenoyl-CoA => 1-(9Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-L-serine + CoA	13403
SLP:000001126	Q96KN8	HRASLS5	9606	Homo sapiens	45177	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine => H+ + 1,2-di(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-hexadecanoyl)-ethanolamine + 1-hexadecanoyl-sn-glycero-3-phosphocholine	13404 | 17610
SLP:000001126	Q96KN8	HRASLS5	9606	Homo sapiens	45173	1,2-dihexadecanoyl-sn-glycero-3-phosphocholine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine => H+ + 1,2-di(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-hexadecanoyl)-ethanolamine + 2-hexadecanoyl-sn-glycero-3-phosphocholine	13405 | 17611
SLP:000001126	Q96KN8	HRASLS5	9606	Homo sapiens	45477	1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine => H+ + 1-hexadecanoyl-sn-glycero-3-phosphocholine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-(5Z,8Z,11Z,14Z-eicosatetraenoyl))-ethanolamine	13406
SLP:000001127	Q9CPX5-4	Hrasls5	10090	Mus musculus	45177	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine => H+ + 1,2-di(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-hexadecanoyl)-ethanolamine + 1-hexadecanoyl-sn-glycero-3-phosphocholine	13407
SLP:000001127	Q9CPX5-4	Hrasls5	10090	Mus musculus	45173	1,2-dihexadecanoyl-sn-glycero-3-phosphocholine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine => H+ + 1,2-di(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-hexadecanoyl)-ethanolamine + 2-hexadecanoyl-sn-glycero-3-phosphocholine	13408
SLP:000001127	Q9CPX5-4	Hrasls5	10090	Mus musculus	45477	1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine => H+ + 1-hexadecanoyl-sn-glycero-3-phosphocholine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-(5Z,8Z,11Z,14Z-eicosatetraenoyl))-ethanolamine	13409
SLP:000000165	Q8TDN7	ACER1	9606	Homo sapiens	41268	N-(15Z-tetracosenoyl)-sphing-4-enine + H2O => (15Z)-tetracosenoate + octadecasphing-4-enine	13410
SLP:000001105	P34913	EPHX2	9606	Homo sapiens	44041	H2O + 14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoate => 14,15-dihydroxy-(5Z,8Z,11Z)-eicosatrienoate	13411
SLP:000001105	P34913	EPHX2	9606	Homo sapiens	44033	9,10-epoxy-(12Z)-octadecenoate + H2O => 9,10-dihydroxy-(12Z)-octadecenoate	13412
SLP:000000804	P42330	AKR1C3	9606	Homo sapiens	42158	androsterone + H+ + NADPH + + 5alpha-androstane-3alpha,17beta-diol	13413
SLP:000001129	Q05769	Ptgs2	10090	Mus musculus	45289	2-(5Z,8Z,11Z,14Z)-eicosatetraenoylglycerol + 2 O2 => 2-glyceryl-prostaglandin G2	13418 | 16187
SLP:000001129	Q05769	Ptgs2	10090	Mus musculus	45293	hydrogen donor + 2-glyceryl-prostaglandin G2 => 2-glyceryl-prostaglandin H2 + A + H2O	13419 | 16188
SLP:000001129	Q05769	Ptgs2	10090	Mus musculus	42597	(5Z,8Z,11Z,14Z)-eicosatetraenoate + 2 O2 => Prostaglandin G2	13420 | 16185
SLP:000001129	Q05769	Ptgs2	10090	Mus musculus	42601	Prostaglandin G2 + hydrogen donor => A + Prostaglandin H2 + H2O	13421 | 16186
SLP:000001130	Q8BH82	Napepld	10090	Mus musculus	45597	1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(N-hexadecanoyl)-ethanolamine + H2O => N-hexadecanoyl ethanolamine + H+ + 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate	13422
SLP:000001130	Q8BH82	Napepld	10090	Mus musculus	45529	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-(5Z,8Z,11Z,14Z-eicosatetraenoyl))-ethanolamine + H2O => H+ + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate + anandamide	13423
SLP:000001130	Q8BH82	Napepld	10090	Mus musculus	45533	H2O + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-(9Z-octadecenoyl))-ethanolamine => N-(9Z-octadecenoyl) ethanolamine + H+ + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	13424
SLP:000001130	Q8BH82	Napepld	10090	Mus musculus	45537	H2O + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-octadecanoyl)-ethanolamine => N-octadecanoyl ethanolamine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate + H+	13425
SLP:000001130	Q8BH82	Napepld	10090	Mus musculus	45593	1-hexadecanoyl-sn-glycero-3-phospho-(N-hexadecanoyl)-ethanolamine + H2O => N-hexadecanoyl ethanolamine + 1-hexadecanoyl-sn-glycero-3-phosphate + H+	13426
SLP:000001130	Q8BH82	Napepld	10090	Mus musculus	45545	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-(5Z,8Z,11Z,14Z-eicosatetraenoyl))-ethanolamine + H2O => 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate + H+ + anandamide	13427
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45529	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-(5Z,8Z,11Z,14Z-eicosatetraenoyl))-ethanolamine + H2O => H+ + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate + anandamide	13428 | 17694
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45533	H2O + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-(9Z-octadecenoyl))-ethanolamine => N-(9Z-octadecenoyl) ethanolamine + H+ + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	13429 | 17692
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45537	H2O + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-octadecanoyl)-ethanolamine => N-octadecanoyl ethanolamine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate + H+	13430 | 17693
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45541	1,2-di(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-hexadecanoyl)-ethanolamine + H2O => N-hexadecanoyl ethanolamine + H+ + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	13431 | 17691
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45553	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-tetradecanoyl)-ethanolamine + H2O => N-tetradecanoylethanolamine + H+ + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	13432
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45557	H2O + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-dodecanoyl)-ethanolamine => H+ + N-dodecanoyl ethanolamine + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	13433
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45609	1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(N-decanoyl)-ethanolamine + H2O => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate + N-decanoyl ethanolamine + H+	13434
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45613	1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(N-octanoyl)-ethanolamine + H2O => N-octanoyl ethanolamine + H+ + 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate	13435
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45617	H2O + 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(N-hexanoyl)-ethanolamine => N-hexanoyl ethanolamine + 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate + H+	13436
SLP:000001131	Q769K2	Napepld	10116	Rattus norvegicus	45621	H2O + 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(N-butanoyl)-ethanolamine => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate + H+ + N-butanoyl ethanolamine	13437
SLP:000001132	Q6IQ20	NAPEPLD	9606	Homo sapiens	45541	1,2-di(9Z-octadecenoyl)-sn-glycero-3-phospho-(N-hexadecanoyl)-ethanolamine + H2O => N-hexadecanoyl ethanolamine + H+ + 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate	13438
SLP:000000846	Q13496	MTM1	9606	Homo sapiens	45633	1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-3,5-bisphosphate + H2O => phosphate + 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-5-phosphate	13440
SLP:000001133	Q9Y217	MTMR6	9606	Homo sapiens	45633	1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-3,5-bisphosphate + H2O => phosphate + 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-5-phosphate	13441
SLP:000001133	Q9Y217	MTMR6	9606	Homo sapiens	42329	H2O + 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-3-phosphate => 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol + phosphate	13444 | 13450
SLP:000001135	Q13614	MTMR2	9606	Homo sapiens	42329	H2O + 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-3-phosphate => 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol + phosphate	13446 | 13453
SLP:000000846	Q13496	MTM1	9606	Homo sapiens	45637	1,2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol-3,5-bisphosphate + H2O => 1,2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol-5-phosphate + phosphate	13448
SLP:000001136	Q13613	MTMR1	9606	Homo sapiens	42329	H2O + 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-3-phosphate => 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol + phosphate	13451
SLP:000001135	Q13614	MTMR2	9606	Homo sapiens	45633	1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-3,5-bisphosphate + H2O => phosphate + 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-5-phosphate	13452
SLP:000001134	Q13615	MTMR3	9606	Homo sapiens	45641	1,2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol-3-phosphate + H2O => 1,2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol + phosphate	13454 | 13456
SLP:000001134	Q13615	MTMR3	9606	Homo sapiens	45637	1,2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol-3,5-bisphosphate + H2O => 1,2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol-5-phosphate + phosphate	13455 | 13457
SLP:000001134	Q13615	MTMR3	9606	Homo sapiens	42329	H2O + 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol-3-phosphate => 1,2-dioctanoyl-sn-glycero-3-phospho-1D-myo-inositol + phosphate	13458
SLP:000000215	Q9JJY3	Smpd3	10090	Mus musculus	45645	N-(hexadecanoyl)-sphing-4-enine-1-phosphocholine + H2O => H+ + choline phosphate + N-(hexadecanoyl)-sphing-4-enine	13461
SLP:000001137	D6MZJ6	Smpd5	10090	Mus musculus	45645	N-(hexadecanoyl)-sphing-4-enine-1-phosphocholine + H2O => H+ + choline phosphate + N-(hexadecanoyl)-sphing-4-enine	13462
SLP:000001111	Q9NY59	SMPD3	9606	Homo sapiens	19254	H2O + Sphingomyelin (d18:1(4E)) => Ceramide (d18:1(4E)) + H+ + choline phosphate	13463
SLP:000000532	Q92903	CDS1	9606	Homo sapiens	45649	1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + H+ + CTP => diphosphate + 1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13467
SLP:000000532	Q92903	CDS1	9606	Homo sapiens	45661	1-octadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate + CTP + H+ => diphosphate + 1-octadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-cytidine-5'-diphosphate	13468
SLP:000001138	O95674	CDS2	9606	Homo sapiens	45649	1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + H+ + CTP => diphosphate + 1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13469
SLP:000001138	O95674	CDS2	9606	Homo sapiens	45661	1-octadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate + CTP + H+ => diphosphate + 1-octadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-cytidine-5'-diphosphate	13470
SLP:000000406	Q5TA50	GLTPD1	9606	Homo sapiens	45681	N-(hexadecanoyl)-sphing-4-enine-1-phosphate => N-(hexadecanoyl)-sphing-4-enine-1-phosphate	13471
SLP:000000406	Q5TA50	GLTPD1	9606	Homo sapiens	45689	N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphate => N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphate	13473
SLP:000000354	Q08417	RSB1	559292	Saccharomyces cerevisiae S288c	38680	ATP + octadecasphinganine + H2O => ADP + H+ + phosphate + octadecasphinganine	13476
SLP:000000354	Q08417	RSB1	559292	Saccharomyces cerevisiae S288c	38688	4-hydroxysphinganine + H2O + ATP => ADP + 4-hydroxysphinganine + phosphate + H+	13477
SLP:000000426	Q60714	Slc27a1	10090	Mus musculus	19714	ATP + CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoate => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	13490 | 13593
SLP:000000430	O35488	Slc27a2	10090	Mus musculus	19714	ATP + CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoate => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	13491
SLP:000001141	Q91VE0	Slc27a4	10090	Mus musculus	19714	ATP + CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoate => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	13492 | 13596
SLP:000001142	O88561	Slc27a3	10090	Mus musculus	19714	ATP + CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoate => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	13493
SLP:000001143	E9Q9W4	Slc27a6	10090	Mus musculus	19714	ATP + CoA + (5Z,8Z,11Z,14Z)-eicosatetraenoate => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	13494 | 13598
SLP:000000426	Q60714	Slc27a1	10090	Mus musculus	33640	ATP + tetracosanoate + CoA => diphosphate + AMP + tetracosanoyl-CoA	13495
SLP:000000430	O35488	Slc27a2	10090	Mus musculus	33640	ATP + tetracosanoate + CoA => diphosphate + AMP + tetracosanoyl-CoA	13496
SLP:000001142	O88561	Slc27a3	10090	Mus musculus	33640	ATP + tetracosanoate + CoA => diphosphate + AMP + tetracosanoyl-CoA	13497 | 14052
SLP:000001141	Q91VE0	Slc27a4	10090	Mus musculus	33640	ATP + tetracosanoate + CoA => diphosphate + AMP + tetracosanoyl-CoA	13498 | 13597
SLP:000001143	E9Q9W4	Slc27a6	10090	Mus musculus	33640	ATP + tetracosanoate + CoA => diphosphate + AMP + tetracosanoyl-CoA	13499
SLP:000001141	Q91VE0	Slc27a4	10090	Mus musculus	33608	ATP + (9Z)-octadecenoate + CoA => (9Z)-octadecenoyl-CoA + diphosphate + AMP	13500
SLP:000001143	E9Q9W4	Slc27a6	10090	Mus musculus	33608	ATP + (9Z)-octadecenoate + CoA => (9Z)-octadecenoyl-CoA + diphosphate + AMP	13501
SLP:000001144	P07896	Ehhadh	10116	Rattus norvegicus	30549	(3S)-hydroxyhexanoyl-CoA 2O + (2E)-hexenoyl-CoA	13506
SLP:000001144	P07896	Ehhadh	10116	Rattus norvegicus	31193	(3S)-hydroxydecanoyl-CoA 2O	13507 | 13523
SLP:000001144	P07896	Ehhadh	10116	Rattus norvegicus	45737	(3E)-hexenoyl-CoA => (2E)-hexenoyl-CoA	13508 | 13509
SLP:000000532	Q92903	CDS1	9606	Homo sapiens	45653	CTP + 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + H+ => diphosphate + 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13510
SLP:000001138	O95674	CDS2	9606	Homo sapiens	45653	CTP + 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate + H+ => diphosphate + 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13511
SLP:000001144	P07896	Ehhadh	10116	Rattus norvegicus	45749	(3Z)-hexenoyl-CoA => (2E)-hexenoyl-CoA	13513
SLP:000000532	Q92903	CDS1	9606	Homo sapiens	45657	CTP + H+ + 1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate => diphosphate + 1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13512
SLP:000001138	O95674	CDS2	9606	Homo sapiens	45657	CTP + H+ + 1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate => diphosphate + 1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13514
SLP:000000532	Q92903	CDS1	9606	Homo sapiens	45665	H+ + 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate + CTP => diphosphate + 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13515
SLP:000001138	O95674	CDS2	9606	Homo sapiens	45665	H+ + 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate + CTP => diphosphate + 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13516
SLP:000001144	P07896	Ehhadh	10116	Rattus norvegicus	45753	(3E)-decenoyl-CoA => (2E)-decenoyl-CoA	13522
SLP:000000532	Q92903	CDS1	9606	Homo sapiens	45669	CTP + H+ + 1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphate => diphosphate + 1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13517
SLP:000001138	O95674	CDS2	9606	Homo sapiens	45669	CTP + H+ + 1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphate => diphosphate + 1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-cytidine-5'-diphosphate	13518
SLP:000000532	Q92903	CDS1	9606	Homo sapiens	45673	1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate + H+ + CTP => diphosphate + 1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-cytidine-5'-diphosphate	13519
SLP:000001138	O95674	CDS2	9606	Homo sapiens	45673	1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate + H+ + CTP => diphosphate + 1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-cytidine-5'-diphosphate	13520
SLP:000000532	Q92903	CDS1	9606	Homo sapiens	45677	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate + CTP + H+ => 1, 2-di-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate + diphosphate	13521
SLP:000001144	P07896	Ehhadh	10116	Rattus norvegicus	31188	(3S)-hydroxydecanoyl-CoA + NAD+ => H+ + NADH + 3-oxodecanoyl-CoA	13524
SLP:000001145	Q96CM8	ACSF2	9606	Homo sapiens	33632	octanoate + ATP + CoA => octanoyl-CoA + diphosphate + AMP	13525
SLP:000000541	Q4G176	ACSF3	9606	Homo sapiens	33640	ATP + tetracosanoate + CoA => diphosphate + AMP + tetracosanoyl-CoA	13526
SLP:000001146	P9WKC9	tgs1	83332	Mycobacterium tuberculosis H37Rv	45781	di-(9Z)-octadecenoylglycerol + (9Z)-octadecenoyl-CoA => CoA + 1,2,3-tri-(9Z-octadecenoyl)-sn-glycerol	13527
SLP:000001147	P9WKC7	tgs2	83332	Mycobacterium tuberculosis H37Rv	45781	di-(9Z)-octadecenoylglycerol + (9Z)-octadecenoyl-CoA => CoA + 1,2,3-tri-(9Z-octadecenoyl)-sn-glycerol	13528
SLP:000001148	P9WKC5	tgs3	83332	Mycobacterium tuberculosis H37Rv	45781	di-(9Z)-octadecenoylglycerol + (9Z)-octadecenoyl-CoA => CoA + 1,2,3-tri-(9Z-octadecenoyl)-sn-glycerol	13529
SLP:000001149	P9WKC3	tgs4	83332	Mycobacterium tuberculosis H37Rv	45781	di-(9Z)-octadecenoylglycerol + (9Z)-octadecenoyl-CoA => CoA + 1,2,3-tri-(9Z-octadecenoyl)-sn-glycerol	13530
SLP:000001150	P9WKB9	Rv1760	83332	Mycobacterium tuberculosis H37Rv	45781	di-(9Z)-octadecenoylglycerol + (9Z)-octadecenoyl-CoA => CoA + 1,2,3-tri-(9Z-octadecenoyl)-sn-glycerol	13531
SLP:000001151	P9WKB5	Rv2285	83332	Mycobacterium tuberculosis H37Rv	45781	di-(9Z)-octadecenoylglycerol + (9Z)-octadecenoyl-CoA => CoA + 1,2,3-tri-(9Z-octadecenoyl)-sn-glycerol	13532
SLP:000001147	P9WKC7	tgs2	83332	Mycobacterium tuberculosis H37Rv	38168	hexadecan-1-ol + hexadecanoyl-CoA => hexadecyl hexadecanoate + CoA	13533
SLP:000001152	P9WKA5	Rv3740c	83332	Mycobacterium tuberculosis H37Rv	38168	hexadecan-1-ol + hexadecanoyl-CoA => hexadecyl hexadecanoate + CoA	13534
SLP:000001153	P9WKA7	Rv3480c	83332	Mycobacterium tuberculosis H37Rv	38168	hexadecan-1-ol + hexadecanoyl-CoA => hexadecyl hexadecanoate + CoA	13535
SLP:000000977	O05307	fadD6	83332	Mycobacterium tuberculosis H37Rv	33608	ATP + (9Z)-octadecenoate + CoA => (9Z)-octadecenoyl-CoA + diphosphate + AMP	13537 | 14389
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	20858	Ceramide (d18:1(4E)) + H2O <= octadecasphing-4-enine + Fatty acids	13538
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	33552	H2O + Ceramide (d18:0) => octadecasphinganine + Fatty acids	13539
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	33556	H2O + Ceramide (t18:0) => 4-hydroxysphinganine + Fatty acids	13540
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	41296	N-(hexanoyl)-sphing-4-enine + H2O => hexanoate + octadecasphing-4-enine	13541
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	38892	N-(hexadecanoyl)-sphing-4-enine + H2O => octadecasphing-4-enine + hexadecanoate	13542
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	41280	H2O + N-(octadecanoyl)-sphing-4-enine => octadecanoate + octadecasphing-4-enine	13543
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	41300	N-(9Z-octadecenoyl)-sphing-4-enine + H2O => octadecasphing-4-enine + (9Z)-octadecenoate	13544
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	41276	N-(eicosanoyl)-sphing-4-enine + H2O => eicosanoate + octadecasphing-4-enine	13545
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	41284	N-(tetracosanoyl)-sphing-4-enine + H2O => tetracosanoate + octadecasphing-4-enine	13546
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	41268	N-(15Z-tetracosenoyl)-sphing-4-enine + H2O => (15Z)-tetracosenoate + octadecasphing-4-enine	13547
SLP:000001155	O06769	Rv0669c	83332	Mycobacterium tuberculosis H37Rv	20857	H2O + Ceramide (d18:1(4E)) => octadecasphing-4-enine + Fatty acids	13548
SLP:000001157	P9WPG5	pgsA1	83332	Mycobacterium tuberculosis H37Rv	40412	1,2-dihexadecanoyl-sn-glycero-3-CDP + myo-inositol => 1,2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol + CMP(2-) + H+	13551
SLP:000001158	I6Y778	fabG4	83332	Mycobacterium tuberculosis H37Rv	45829	(3R)-hydroxyhexanoyl-CoA + NAD+ => H+ + 3-oxohexanoyl-CoA + NADH	13558
SLP:000001158	I6Y778	fabG4	83332	Mycobacterium tuberculosis H37Rv	45833	NAD+ + (3R)-hydroxydecanoyl-CoA => 3-oxodecanoyl-CoA + H+ + NADH	13559
SLP:000001159	P9WGT3	fabG1	83332	Mycobacterium tuberculosis H37Rv	45846	1 NADP+ + 1 (3R)-hydroxyoctanoyl-CoA + + 1 3-oxooctanoyl-CoA + 1 NADPH	13556
SLP:000001159	P9WGT3	fabG1	83332	Mycobacterium tuberculosis H37Rv	45850	NADP+ + (3R)-hydroxydodecanoyl-CoA + + 3-oxododecanoyl-CoA + NADPH	13557
